h3,area_km2,land_km2,land_frac,zone,dist_land_km,province,district,gov_dest,gov_tier,lc_tree,lc_shrub,lc_grass,lc_crop,lc_built,lc_bare,lc_snow,lc_water,lc_wetland,lc_mangrove,lc_moss,lc_pixels,elev_mean,elev_max,elev_min,relief_m,population,pa_frac,pa_strict_frac,pa_marine_frac,ramsar_frac,pa_name,pa_category,ecoregion,lifezone,watershed,shallow_frac,dist_coast_km,n_accommodation,n_airport,n_attraction,n_beach,n_dive_surf,n_food_service,n_hotspring,n_marina_port,n_peak,n_reef_natural,n_trail,n_viewpoint,n_visitor_infra,n_waterfall,tt_gateway_h,tt_capital_h,gbif_records,gbif_species,sp_aves,sp_mammalia,sp_amphibia,sp_reptilia,s_forest,s_mangrove,s_wetland,s_shallow,s_relief,nat_features,nat_features_nb,beach_nb,s_nat_features,s_beach,s_shallow_nb,s_mangrove_nb,s_pa_attract,s_pa_cover,s_ramsar,s_species,s_records,s_eco_rare,s_lz_rare,accom_nb,food_nb,infra_nb,trail_nb,marine_ops_nb,airport_nb,s_accom,s_food,s_attract_infra,s_trails,s_marine_ops,s_airport,s_access_gw,s_access_cap,s_pop,NAV,TDL,ACC,BCV,coastal_exposure,s_coastal_exposure,s_protective_eco,s_upper_catchment,s_ws_exposure,RES,pop_neighbourhood,s_labour,is_comarca,s_comarca,s_decentral,JOBS,dist_road_km,dist_settlement_km,dist_colombia_km,advisory_zone,dev_feasible,infeasible_reason,sensitivity,protection_gap,supply_gap,pressure,fit_invest,fit_protect,fit_adapt,fit_manage,pct_fit_protect,pct_fit_invest,pct_fit_adapt,pct_fit_manage,primary,primary_fit,primary_rank,primary_label,secondary,in_gov_dest,eco_class,tourism_class
866611717ffffff,36.76,0.0,0.0,nearshore,6.73,Darién,Pinogana,,,0.4588,0.0,0.3189,0.0002,0.0,0.0,0.0,0.0,0.222,0.0,0.0,4324,6.4,159.8,1.0,158.8,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68,17.81,555,105,102,2,1,0,0.0,0.0,99.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.299999999999997,6.099999999999994,0.0,0.0,0.0,5.6,8.9,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,93.9,24.5,55.03,37.43,0.0,1,0,Darien Gap border region (standing travel advisories),5.3,0.0,0.0,0.0,6.3,12.5,1.9,5.9,1.6,0.2,0.5,1.1,NONE,0.0,0.0,No strong basis,,0,Wetland,No mapped supply
8666b515fffffff,36.8,36.802,1.0,inland,0.0,Chiriquí,Tierras Altas,Tierras Altas - Renacimiento,priority,0.9449,0.0,0.0439,0.0073,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,4354,2243.1,2746.6,1686.4,1060.2,1252.0,0.786,0.771,0.0,0.0,La Amistad,Parque Internacional,Talamancan montane forests,Lower Montane Rain Forest,Río Chiriquí Viejo,0.0,17.79,4,0,1,0,0,2,0,0,1,0,2,0,1,0,2.47,8.17,22934,359,336,14,9,0,75.0,0.0,0.0,0.0,93.4,1,13.0,0.0,92.7,0.0,0.0,0.0,80.6,55.6,0.0,84.0,88.7,82.4,97.7,7.0,3.5,9.5,14.0,0.0,0.0,88.5,66.9,92.1,92.6,0.0,0.0,62.0,30.90000000000001,61.7,72.7,70.6,51.1,65.2,0.0,0.0,0.0,96.4,78.9,87.2,7019.0,75.6,0,0.0,69.1,59.9,1.72,1.77,544.21,0,1,,70.0,20.0,2.1,7.5,49.8,54.8,66.1,45.4,59.0,76.1,98.3,99.5,MANAGE,45.4,99.5,Manage / Avoid,INVEST; ADAPT,1,Dense forest,Established hub
8666b1d4fffffff,37.29,8.633,0.232,coastal,0.0,Chiriquí,Barú,,,0.1891,0.0,0.0435,0.0,0.0002,0.0002,0.0,0.7669,0.0,0.0,0.0,4410,10.1,125.8,0.0,125.8,206.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Coto y Vecinos,0.183,1.5,1,0,0,2,0,0,0,0,0,0,4,0,0,0,2.0,7.7,11022,320,296,13,11,0,24.9,0.0,0.0,46.2,34.8,2,3.5,3.0,69.1,79.7,56.9,0.0,0.0,0.0,0.0,78.7,83.8,51.5,33.5,1.0,0.0,0.0,4.5,0.5,0.0,47.5,0.0,0.0,81.3,35.4,0.0,68.7,33.900000000000006,29.0,44.7,27.8,56.5,36.5,0.28,25.0,38.7,23.4,60.0,31.1,1574.0,42.4,0,0.0,66.1,47.2,1.69,1.74,559.41,0,1,,21.9,44.7,16.9,0.0,49.0,48.8,31.8,21.9,43.3,73.1,79.4,39.1,ADAPT,31.8,79.4,Adapt / Strengthen,,0,Mixed / other,Emerging
8666a282fffffff,36.9,36.896,1.0,inland,0.0,Comarca Ngäbe Buglé,Müna,,,0.9961,0.0,0.0025,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,4371,1495.7,1936.2,824.6,1111.6,0.0,0.0,0.0,0.0,0.0,,,Talamancan montane forests,Pre Montane Rain Forest,Río Tabasará,0.0,20.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.55,12.92,10,8,8,0,0,0,85.3,0.0,0.0,0.0,94.7,1,1.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,25.4,23.7,82.4,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.299999999999995,0.0,42.1,0.0,14.4,45.6,0.0,0.0,0.0,97.8,51.8,71.2,3295.0,58.1,1,100.0,86.7,62.9,12.6,4.72,426.31,0,0,over 8 h from the nearest tourism gateway,27.4,71.2,42.1,0.0,39.0,61.0,10.0,19.5,82.6,40.8,40.5,29.2,PROTECT,61.0,82.6,Protect / Restore,,0,Dense forest,No mapped supply
866612987ffffff,36.42,36.419,1.0,inland,0.0,Panamá,Chimán,,,0.9239,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4310,96.6,339.3,6.1,333.2,0.0,0.0,0.0,0.0,0.0,Humedal de Bahía de Panamá,Refugio de Vida Silvestre,Isthmian-Atlantic moist forests,Tropical Wet Forest,Ríos entre el Bayano y el Santa Bárbara,0.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,7.92,13802,352,349,3,0,0,72.2,0.0,0.0,0.0,59.9,0,0.0,0.0,0.0,0.0,31.8,84.9,0.0,0.0,0.0,83.3,84.9,27.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.299999999999997,32.5,0.0,36.1,0.0,24.6,47.6,0.0,0.0,0.0,80.0,22.5,42.4,0.0,0.0,0,0.0,67.5,20.9,7.47,3.03,146.61,0,1,,28.6,42.4,36.1,0.0,42.3,50.7,9.3,29.7,47.5,49.5,36.1,81.2,PROTECT,50.7,47.5,Protect / Restore,,0,Dense forest,No mapped supply
8666a54a7ffffff,36.49,36.491,1.0,inland,0.0,Colón,Donoso,,,0.9253,0.0,0.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4324,85.1,158.3,19.2,139.1,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Tropical Wet Forest,Río Miguel de la Borda,0.0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,4.89,38,16,10,4,2,0,72.3,0.0,0.0,0.0,36.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,30.7,27.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,56.8,0.0,23.6,0.0,44.3,33.6,0.0,0.0,0.0,64.4,24.7,39.9,2093.0,47.9,0,0.0,43.2,37.5,3.66,0.17,311.99,0,1,,20.2,39.9,23.6,0.0,42.0,47.5,9.1,23.6,41.5,48.3,34.7,46.0,NONE,0.0,0.0,No strong basis,,0,Dense forest,No mapped supply
8666a3a9fffffff,37.49,37.493,1.0,inland,0.0,Los Santos,Tonosí,Pedasi - Tonosi - Cambutal,priority,0.5081,0.0,0.4916,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4426,171.3,378.4,66.6,311.8,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Tonosí,0.0,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,4.85,9,9,9,0,0,0,43.1,0.0,0.0,0.0,57.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,23.1,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,57.0,0.0,20.9,0.0,52.1,26.9,0.0,0.0,0.0,45.5,18.7,29.2,713.0,29.9,0,0.0,43.0,32.6,0.96,0.98,301.5,0,1,,16.1,29.2,20.9,0.0,39.8,41.9,8.2,20.4,34.7,42.5,29.8,33.3,NONE,0.0,0.0,No strong basis,,1,Forest mosaic,No mapped supply
8666a2097ffffff,37.21,5.341,0.144,coastal,0.0,Chiriquí,San Félix,,,0.0409,0.0,0.0336,0.0,0.0,0.0007,0.0,0.8543,0.0043,0.0661,0.0,4400,1.0,24.8,0.0,24.8,0.0,0.0,0.0,0.0,0.0,,,Southern Mesoamerican Pacific mangroves,Tropical Moist Forest,Ríos entre el Fonseca y el Tabasará,0.858,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,6.35,18794,304,288,8,8,0,17.7,63.7,71.8,88.8,16.2,0,0.5,0.5,23.5,27.6,92.0,89.7,0.0,0.0,0.0,77.1,86.9,97.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,44.9,0.0,30.6,0.0,55.3,47.4,0.31,26.0,89.1,16.7,50.2,48.1,309.0,22.2,0,0.0,55.1,34.8,6.08,3.05,463.68,0,1,,28.4,48.1,30.6,0.0,48.9,58.1,21.2,30.9,71.9,72.8,67.5,85.1,MANAGE,30.9,85.1,Manage / Avoid,,0,Mangrove,No mapped supply
8666a068fffffff,37.11,37.115,1.0,inland,0.0,Veraguas,Santiago,Pacifico Veraguense - Golfo de Montijo - Santa Catalina - Mariato,priority,0.3425,0.0,0.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4388,105.9,216.1,62.0,154.1,0.0,0.832,0.0,0.0,0.0,Cuenca del Río Santa María,Reserva Hidrológica,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Santa María,0.0,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,4.04,206,72,69,1,2,0,33.2,0.0,0.0,0.0,39.0,0,3.0,0.0,65.5,0.0,0.0,0.0,51.2,57.3,0.0,43.0,43.6,51.5,33.5,2.5,8.0,2.0,0.0,0.0,0.0,70.6,81.4,66.0,0.0,0.0,0.0,59.7,64.3,0.0,40.2,53.8,61.3,34.8,0.0,0.0,0.0,43.7,85.8,61.2,14187.0,86.8,0,0.0,35.7,55.6,2.26,2.2,361.74,0,1,,20.9,61.2,0.0,0.0,49.8,57.5,49.4,25.2,69.6,76.1,92.1,55.2,ADAPT,49.4,92.1,Adapt / Strengthen,INVEST,1,Forest mosaic,Developing
8666b5c37ffffff,36.59,8.449,0.231,coastal,0.0,Bocas del Toro,Changuinola,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332,2072.9,2566.6,1584.5,982.1,0.0,0.231,0.231,0.0,0.0,La Amistad,Parque Internacional,Talamancan montane forests,Lower Montane Rain Forest,Río Changuinola,0.0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,13.18,81,55,45,0,10,0,96.3,0.0,0.0,0.0,91.5,0,3.0,0.0,65.5,0.0,0.0,0.0,40.5,34.5,0.0,39.9,36.4,82.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.200000000000003,12.799999999999995,0.0,57.5,0.0,18.3,56.3,0.0,0.0,0.0,89.7,71.2,55.9,0.0,0.0,0,0.0,87.2,26.0,33.87,23.52,598.39,0,0,no road access within 10 km,43.0,44.2,57.5,0.0,33.3,33.8,7.1,21.4,25.6,28.5,25.6,37.0,PROTECT,33.8,25.6,Protect / Restore,,0,Dense forest,No mapped supply
8666a6717ffffff,36.62,24.832,0.678,coastal,0.0,Comarca Ngäbe Buglé,Kusapín,,,0.6449,0.0,0.0217,0.0,0.0,0.0014,0.0,0.3267,0.0025,0.0028,0.0,4337,18.0,68.4,0.0,68.4,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Tropical Moist Forest,Río Cricamola y entre Cricamola y Calovébora,0.314,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,196,82,81,1,0,0,52.1,22.7,63.6,59.4,25.6,0,3.0,0.5,65.5,27.6,91.7,38.8,0.0,0.0,0.0,44.8,43.1,27.7,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,19.0,0.0,39.0,0.0,28.3,32.6,0.0,0.0,52.1,42.5,38.0,28.1,0.0,0.0,1,100.0,81.0,41.9,18.66,0.85,479.66,0,0,no road access within 10 km,19.6,39.0,39.0,0.0,45.3,48.6,7.5,19.5,42.9,60.2,26.9,29.2,NONE,0.0,0.0,No strong basis,,0,Dense forest,No mapped supply
8666a3307ffffff,37.55,37.553,1.0,inland,0.0,Los Santos,Tonosí,Pedasi - Tonosi - Cambutal,priority,0.7038,0.0,0.2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4433,361.8,883.8,67.8,816.0,0.0,0.793,0.0,0.0,0.0,La Tronosa,Reserva Forestal,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Tonosí,0.0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,6.21,1204,102,94,8,0,0,55.6,0.0,0.0,0.0,86.8,0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,55.7,0.0,48.6,63.8,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,46.0,0.0,37.8,0.0,40.0,41.0,0.0,0.0,0.0,74.1,18.7,37.2,1280.0,38.5,0,0.0,54.0,36.2,1.89,1.98,299.55,0,1,,24.6,37.8,37.8,0.0,43.2,49.4,9.4,23.7,44.6,52.8,36.6,46.6,PROTECT,49.4,44.6,Protect / Restore,,1,Dense forest,No mapped supply
8666848c7ffffff,37.68,35.075,0.931,coastal,0.0,Veraguas,Montijo,Pacifico Veraguense - Golfo de Montijo - Santa Catalina - Mariato,priority,0.9316,0.0,0.0,0.0,0.0,0.0,0.0,0.0679,0.0,0.0004,0.0,4447,62.7,193.4,0.0,193.4,0.0,1.0,1.0,1.0,0.0,Coiba,Parque Nacional,Isthmian-Pacific moist forests,Tropical Moist Forest,,0.054,2.43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.2,10.76,8708,216,203,8,5,0,73.2,16.2,0.0,29.3,44.7,1,9.0,0.0,88.3,0.0,73.7,74.2,93.8,84.1,0.0,66.2,82.6,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.299999999999997,18.299999999999997,0.0,63.9,0.0,17.6,53.9,0.0,0.0,24.5,68.1,0.0,0.0,0.0,0.0,0,0.0,81.7,23.9,12.0,2.65,424.36,0,0,over 8 h from the nearest tourism gateway,72.3,0.6,63.9,0.0,41.5,16.3,3.1,31.2,5.2,46.9,12.1,86.1,PROTECT,16.3,5.2,Protect / Restore,,1,Dense forest,No mapped supply
86661345fffffff,37.15,30.081,0.81,coastal,0.0,Darién,Chepigana,,,0.7799,0.0,0.0087,0.0,0.0,0.0,0.0,0.1997,0.0002,0.0114,0.0,4376,108.2,579.0,0.0,579.0,0.0,0.188,0.008,0.0,0.0,Bahía Piña,Area Recreativa,Chocó-Darién moist forests,Tropical Moist Forest,Ríos entre el Sambú y el Juradó,0.148,1.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.84,12.86,336,171,160,0,11,0,61.1,37.9,22.6,42.3,78.0,0,0.5,0.5,23.5,27.6,52.2,45.7,31.0,32.0,0.0,60.3,50.6,70.9,33.5,0.5,0.0,0.0,0.0,0.0,1.0,27.1,0.0,0.0,0.0,0.0,82.9,11.400000000000006,13.400000000000006,0.0,47.0,14.2,12.1,49.4,11.9,84.2,38.0,56.1,31.1,56.6,1264.0,38.1,0,0.0,86.6,39.2,4.02,1.05,43.25,0,0,over 8 h from the nearest tourism gateway,30.0,56.1,32.8,0.0,34.8,53.2,24.0,22.3,53.5,31.8,71.7,40.8,PROTECT,53.2,53.5,Protect / Restore,,0,Dense forest,Emerging
86661004fffffff,36.39,36.386,1.0,inland,0.0,Comarca Kuna Yala,No asignado,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290,347.6,752.6,97.9,654.7,2587.0,0.363,0.0,0.0,0.0,Alto Darién,Bosque Protector,Chocó-Darién moist forests,Tropical Wet Forest,Ríos entre el Mandinga y Armila,0.0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21,18.34,264,131,121,0,10,0,96.3,0.0,0.0,0.0,81.5,0,0.0,0.0,0.0,0.0,42.2,23.0,37.3,40.4,0.0,54.5,46.8,70.9,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.799999999999997,5.5,78.6,43.7,0.0,5.0,55.5,0.69,0.0,0.0,97.8,54.8,73.2,4018.0,62.9,1,100.0,94.5,64.7,21.09,6.82,21.45,1,0,Darien Gap border region (standing travel advisories),33.3,73.2,43.7,0.0,31.8,66.0,8.6,17.9,95.2,24.9,31.8,23.2,PROTECT,66.0,95.2,Protect / Restore,,0,Dense forest,No mapped supply
8666160d7ffffff,36.13,36.13,1.0,inland,0.0,Panamá,Chepo,,,0.9972,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278,430.7,634.4,224.0,410.4,0.0,0.0,0.0,0.0,0.0,,,Chocó-Darién moist forests,Pre Montane Wet Forest,Río Bayano,0.0,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5.83,2,2,0,0,2,0,86.3,0.0,0.0,0.0,66.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,16.6,70.9,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.799999999999997,49.2,0.0,28.6,0.0,36.6,41.2,0.0,0.0,0.0,96.3,66.8,80.2,1008.0,34.5,0,0.0,50.8,32.5,5.31,4.31,165.8,0,1,,24.7,80.2,28.6,0.0,40.4,60.1,12.4,24.8,79.5,44.1,49.7,53.1,PROTECT,60.1,79.5,Protect / Restore,,0,Dense forest,No mapped supply
866612307ffffff,36.8,0.0,0.0,marine,12.35,Panamá,Chimán,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.916,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,6.82,6,4,3,1,0,0,0.0,0.0,0.0,90.7,0.0,0,0.0,0.0,0.0,0.0,93.9,0.0,0.0,0.0,0.0,20.6,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09999999999999,40.8,0.0,28.2,0.0,29.9,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,59.2,19.6,30.32,16.64,106.7,0,0,no road access within 10 km,16.9,28.2,28.2,0.0,34.7,38.4,2.9,17.4,30.6,31.6,10.2,21.9,NONE,0.0,0.0,No strong basis,,0,Shallow shelf / reef habitat,No mapped supply
8666a2b6fffffff,37.03,37.034,1.0,inland,0.0,Veraguas,Cañazas,,,0.5997,0.0,0.4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382,234.9,554.7,104.6,450.1,0.0,1.0,0.0,0.0,0.0,Cuenca del Río Santa María,Reserva Hidrológica,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Santa María,0.0,14.48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.23,4.64,522,128,117,3,8,0,48.9,0.0,0.0,0.0,69.8,3,14.0,0.0,93.4,0.0,0.0,0.0,66.0,84.1,0.0,53.8,54.3,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1,58.6,0.0,57.5,0.0,54.4,43.7,0.0,0.0,0.0,62.7,85.8,73.3,8760.0,80.3,0,0.0,41.4,52.9,0.7,0.47,376.56,0,1,,26.2,73.3,57.5,0.0,62.2,62.1,14.1,26.8,86.1,99.8,54.7,65.4,INVEST,62.2,99.8,Invest / Develop,PROTECT,0,Forest mosaic,No mapped supply
86668412fffffff,37.72,0.0,0.0,nearshore,0.28,Veraguas,Montijo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4451,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Coiba,Parque Nacional,,,,0.346,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,9.77,398,100,98,1,1,0,0.0,0.0,0.0,62.7,0.0,0,3.0,0.0,65.5,0.0,75.9,44.8,93.8,84.1,0.0,48.1,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.200000000000003,22.299999999999997,0.0,53.6,0.0,24.2,49.1,0.0,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0,0.0,77.7,24.5,21.7,14.11,433.81,0,0,no road access within 10 km,69.5,0.5,53.6,0.0,40.1,16.1,3.1,29.2,4.8,43.4,12.1,79.5,PROTECT,16.1,4.8,Protect / Restore,,0,Shallow shelf / reef habitat,No mapped supply
866612cc7ffffff,36.63,5.031,0.137,coastal,0.0,Panamá,Balboa,,,0.1208,0.0,0.0079,0.0,0.0042,0.0021,0.0,0.8647,0.0005,0.0,0.0,4331,4.1,63.5,0.0,63.5,903.0,1.0,0.0,1.0,0.0,Archipiélago de Las Perlas,Zona Especial de Manejo Marino Costero,Chocó-Darién moist forests,Tropical Dry Forest,,0.849,0.61,2,1,2,39,0,4,0,1,0,0,0,0,0,0,3.64,3.66,4768,229,216,8,5,0,22.0,0.0,34.4,88.3,24.5,39,47.5,47.5,99.8,100.0,87.8,0.0,66.0,84.1,0.0,67.8,77.5,70.9,92.3,2.0,4.0,2.0,0.0,1.0,1.0,65.3,69.5,66.0,0.0,66.1,82.9,47.3,67.3,53.7,57.7,61.0,54.3,50.0,8.92,79.3,81.7,29.4,0.0,80.5,924.0,33.1,0,0.0,32.7,30.9,0.92,2.1,175.26,0,1,,30.0,80.5,0.0,0.0,51.4,60.2,53.2,27.8,79.9,82.0,93.9,72.3,ADAPT,53.2,93.9,Adapt / Strengthen,PROTECT; INVEST,0,Mixed / other,Established hub
86661252fffffff,36.67,0.0,0.0,nearshore,4.89,Panamá,Balboa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4336,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.263,0.0,Archipiélago de Las Perlas,Zona Especial de Manejo Marino Costero,,,,0.0,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,3.13,43,6,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.2,0.0,33.5,35.8,0.0,23.5,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,71.3,0.0,22.2,0.0,59.7,24.4,8.92,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,28.7,17.9,10.2,10.37,181.64,0,0,no road access within 10 km,14.6,22.2,22.2,0.0,42.3,41.1,17.1,20.6,33.6,49.5,61.2,34.1,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a504fffffff,36.48,6.023,0.165,coastal,0.0,Panamá,Panamá,,,0.0532,0.0,0.0169,0.0,0.0845,0.0021,0.0,0.8412,0.0021,0.0,0.0,4321,2.9,173.9,0.0,173.9,60127.0,0.008,0.0,0.0,0.0,Cerro Ancón,Área Protegida y Reserva Natural,Panamanian dry forests,Pre Montane Moist Forest,Ríos entre el Caimito y el Juan Díaz,0.838,0.91,67,0,56,11,0,261,0,7,0,0,4,12,0,0,0.19,0.21,769965,752,602,99,51,0,18.6,0.0,60.7,87.8,41.8,23,34.0,14.5,99.2,98.2,93.8,28.3,18.2,18.5,0.0,99.7,99.7,88.5,95.4,151.5,570.5,113.5,14.5,10.0,1.0,99.9,99.9,100.0,93.1,99.1,82.9,84.7,84.8,98.9,58.6,98.1,84.7,53.8,461.38,99.2,80.9,19.4,99.8,89.6,312170.0,99.4,0,0.0,15.2,60.5,1.14,1.57,233.08,0,1,,32.3,89.6,0.0,5.8,37.6,68.3,78.6,34.8,97.8,37.4,100.0,92.9,ADAPT,78.6,100.0,Adapt / Strengthen,PROTECT; MANAGE,0,Mixed / other,Established hub
8666a3647ffffff,37.75,0.0,0.0,nearshore,3.2,Veraguas,Mariato,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,7.36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.200000000000003,36.3,0.0,7.9,0.0,31.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,63.7,21.6,11.63,7.98,333.51,0,0,no road access within 10 km,4.1,7.9,7.9,0.0,19.5,15.1,2.6,7.5,3.8,7.2,6.7,2.6,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
866684c07ffffff,37.64,0.0,0.0,nearshore,8.41,Chiriquí,San Lorenzo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Isla Montuosa y Banco Hannibal,Zona Especial de Protección Marina,,,,0.0,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,9.31,8,6,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,84.1,0.0,23.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.90000000000001,24.5,0.0,9.2,0.0,28.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,75.5,25.1,47.74,29.64,470.27,0,0,no road access within 10 km,9.6,9.2,9.2,0.0,25.5,27.0,2.6,12.4,18.3,15.3,6.7,10.4,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
